t,Speed,accx,accy,yaw_rate,steering_angle,current,pose_x,pose_y,roll,pitch,yaw,velocity_vehicle_x,velocity_vehicle_y,acc_vehicle_x,acc_vehicle_y,angular_velocity_from_yaw
0.001,1.1671790471888162e-08,1.1671790471888162e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.18956035817772,1.1671790471888162e-08,0.0,1.1671790471888162e-05,0.0,0.0
0.101,0.10065785797383478,2.8472772631193157,-0.0003465951159777,-1.3522344049481442e-05,-0.0066256359457446,0.2741345781932848,-0.0011350160452336,-0.0015939974931847,0.0,0.0,-2.189560536082426,0.1006578579306223,-2.949465979900732e-06,2.8472772631193157,-0.0003465951159777,-1.3522344049481442e-05
0.2010000000000001,0.5092092332895646,3.7260089581324407,-0.0034487996136543,-0.0002565321373057,-0.0088825209941381,0.2538366382262604,-0.0180472618905868,-0.0253340574630917,0.0,0.0,-2.189571444509838,0.5092092012936772,-0.000180513715745,3.7260089581324407,-0.0034487996136543,-0.0002565321373057
0.3010000000000002,0.8733540568357362,-4.101399767030284,-0.0023141482477818,-0.0005619623753511,-0.0121202620297684,0.2348474600555473,-0.0569216564617289,-0.0798667530167202,0.0,0.0,-2.189613728044402,0.8733539282832987,-0.0004738602842992,-4.101399767030284,-0.0023141482477818,-0.0005619623753511
0.4010000000000003,1.1837651326428313,8.179808265932662,0.0018793484713704,-0.0009966191139746,-0.0310449477354492,0.2205539494283296,-0.1145570683262952,-0.1606904232117039,0.0,0.0,-2.18968963553938,1.1837648780123469,-0.0007764311388311,8.179808265932662,0.0018793484713704,-0.0009966191139746
0.5010000000000003,1.7179233647963925,6.892203715040961,-0.0062586815444186,-0.0019908946809401,-0.0315287370232072,0.1937705725227605,-0.1918739343705044,-0.2690650722893951,0.0,0.0,-2.1898163537025743,1.7179227544451616,-0.0014481273798796,6.892203715040961,-0.0062586815444186,-0.0019908946809401
0.6010000000000004,1.780686102257915,-5.37869477987264,-0.009156404195939,-0.0020353838054933,-0.0427102356721049,0.1893293801539754,-0.2868261154021276,-0.4020054023028605,0.0,0.0,-2.1900421002505714,1.7806850338935936,-0.001950600383729,-5.37869477987264,-0.009156404195939,-0.0020353838054933
0.7010000000000005,2.0789273610727776,0.7491035905580452,-0.054124415598597,-0.0043456388604806,-0.0527812073053665,0.17504002851172,-0.3960850836496157,-0.5547563927381344,0.0,0.0,-2.190390623860187,2.0789245675917924,-0.0034080610765582,0.7491035905580452,-0.054124415598597,-0.0043456388604806
0.8010000000000006,2.4473746191256613,-0.7011465873331566,-0.0663710061138933,-0.0080447941797039,-0.0615892282489973,0.1564928337372421,-0.521329873788858,-0.7295005354466738,0.0,0.0,-2.1909504498750723,2.447368023435486,-0.0056819192144031,-0.7011465873331566,-0.0663710061138933,-0.0080447941797039
0.9010000000000008,2.861462252974259,-1.9444706768345348,-0.037936689079003,-0.0121243052828142,-0.0012178332934319,0.1357100878289661,-0.6609532946344917,-0.9237592297768656,0.0,0.0,-2.19176758973185,2.8614505472767435,-0.0081847838179324,-1.9444706768345348,-0.037936689079003,-0.0121243052828142
